Date,State,Disease,Disease_Count,Year,Month,Season
2018-10-14,Delhi,Malaria,12,2018,10,Autumn
2024-07-10,Telangana,Cough,14,2024,7,Summer
2021-01-04,Delhi,Eye Infection,30,2021,1,Winter
2020-01-22,Telangana,Cold,38,2020,1,Winter
2023-10-09,Andhra Pradesh,Eye Infection,13,2023,10,Autumn
2020-04-15,Delhi,Headache,13,2020,4,Spring
2021-10-18,Telangana,Allergy,22,2021,10,Autumn
2022-10-26,Karnataka,Cold,10,2022,10,Autumn
2022-04-08,Andhra Pradesh,Cold,18,2022,4,Spring
2019-10-01,Delhi,Eye Infection,21,2019,10,Autumn
2023-04-21,Karnataka,Allergy,26,2023,4,Spring
2020-07-05,Delhi,Skin Rash,17,2020,7,Summer
2016-01-25,Delhi,Headache,8,2016,1,Winter
2020-07-21,Delhi,Cough,22,2020,7,Summer
2020-04-20,Telangana,Dengue,24,2020,4,Spring
2017-01-23,Delhi,Cough,26,2017,1,Winter
2019-10-08,Andhra Pradesh,Malaria,18,2019,10,Autumn
2018-10-26,Karnataka,Malaria,8,2018,10,Autumn
2016-01-08,Telangana,Cough,9,2016,1,Winter
2017-01-17,Telangana,Diarrhea,14,2017,1,Winter
2021-04-28,Telangana,Headache,18,2021,4,Spring
2022-07-20,Delhi,Malaria,6,2022,7,Summer
2021-07-11,Delhi,Malaria,8,2021,7,Summer
2016-04-03,Telangana,Allergy,21,2016,4,Spring
2023-04-04,Karnataka,Headache,10,2023,4,Spring
2018-04-23,Delhi,Skin Rash,8,2018,4,Spring
2018-10-07,Delhi,Skin Rash,17,2018,10,Autumn
2018-07-22,Andhra Pradesh,Headache,29,2018,7,Summer
2022-10-03,Delhi,Cold,14,2022,10,Autumn
2024-01-08,Andhra Pradesh,Dengue,28,2024,1,Winter
2017-01-03,Telangana,Fever,21,2017,1,Winter
2023-04-28,Telangana,Eye Infection,18,2023,4,Spring
2018-04-05,Delhi,Dengue,20,2018,4,Spring
2022-01-05,Andhra Pradesh,Cold,26,2022,1,Winter
2019-07-24,Karnataka,Eye Infection,8,2019,7,Summer
2018-07-05,Telangana,Diarrhea,9,2018,7,Summer
2021-07-07,Andhra Pradesh,Cold,22,2021,7,Summer
2022-04-01,Telangana,Eye Infection,15,2022,4,Spring
2021-01-01,Telangana,Fever,22,2021,1,Winter
2022-04-10,Delhi,Malaria,13,2022,4,Spring
2017-01-06,Andhra Pradesh,Cold,24,2017,1,Winter
2016-10-20,Andhra Pradesh,Diarrhea,5,2016,10,Autumn
2016-10-05,Telangana,Eye Infection,14,2016,10,Autumn
2024-04-11,Andhra Pradesh,Headache,22,2024,4,Spring
2022-10-27,Telangana,Eye Infection,19,2022,10,Autumn
2021-01-06,Telangana,Fever,24,2021,1,Winter
2021-07-13,Delhi,Malaria,11,2021,7,Summer
2020-01-13,Telangana,Skin Rash,23,2020,1,Winter
2023-01-15,Karnataka,Allergy,34,2023,1,Winter
2016-04-12,Telangana,Cold,25,2016,4,Spring
2016-04-04,Andhra Pradesh,Eye Infection,16,2016,4,Spring
2016-07-14,Karnataka,Fever,18,2016,7,Summer
2018-07-20,Andhra Pradesh,Fever,22,2018,7,Summer
2024-01-07,Andhra Pradesh,Skin Rash,28,2024,1,Winter
2023-07-12,Andhra Pradesh,Cough,28,2023,7,Summer
2021-04-25,Andhra Pradesh,Headache,23,2021,4,Spring
2023-10-16,Karnataka,Skin Rash,22,2023,10,Autumn
2017-07-04,Karnataka,Cough,7,2017,7,Summer
2019-01-21,Karnataka,Headache,10,2019,1,Winter
2021-10-12,Karnataka,Cold,12,2021,10,Autumn
2024-01-02,Karnataka,Allergy,31,2024,1,Winter
2019-07-17,Andhra Pradesh,Cold,20,2019,7,Summer
2022-07-02,Delhi,Skin Rash,15,2022,7,Summer
2018-10-06,Delhi,Skin Rash,15,2018,10,Autumn
2018-01-12,Delhi,Fever,21,2018,1,Winter
2022-04-14,Telangana,Malaria,4,2022,4,Spring
2018-10-14,Telangana,Skin Rash,11,2018,10,Autumn
2018-04-26,Telangana,Fever,20,2018,4,Spring
2024-04-28,Telangana,Dengue,17,2024,4,Spring
2022-07-08,Karnataka,Fever,19,2022,7,Summer
2023-01-02,Telangana,Headache,25,2023,1,Winter
2016-04-26,Andhra Pradesh,Allergy,21,2016,4,Spring
2024-10-13,Telangana,Cold,28,2024,10,Autumn
2020-10-27,Delhi,Cold,19,2020,10,Autumn
2020-04-12,Karnataka,Diarrhea,2,2020,4,Spring
2024-10-02,Andhra Pradesh,Allergy,27,2024,10,Autumn
2017-07-16,Telangana,Headache,23,2017,7,Summer
2016-10-17,Andhra Pradesh,Cough,23,2016,10,Autumn
2020-04-22,Telangana,Allergy,14,2020,4,Spring
2023-10-25,Delhi,Malaria,6,2023,10,Autumn
2023-10-20,Andhra Pradesh,Skin Rash,27,2023,10,Autumn
2017-10-01,Karnataka,Dengue,8,2017,10,Autumn
2023-04-16,Telangana,Cold,26,2023,4,Spring
2024-10-19,Andhra Pradesh,Skin Rash,18,2024,10,Autumn
2019-01-25,Telangana,Cold,33,2019,1,Winter
2020-07-02,Andhra Pradesh,Diarrhea,15,2020,7,Summer
2024-01-12,Andhra Pradesh,Headache,34,2024,1,Winter
2018-07-14,Andhra Pradesh,Dengue,31,2018,7,Summer
2019-04-24,Delhi,Dengue,17,2019,4,Spring
2019-04-14,Delhi,Skin Rash,13,2019,4,Spring
2019-01-28,Delhi,Cold,23,2019,1,Winter
2019-01-16,Andhra Pradesh,Eye Infection,24,2019,1,Winter
2018-04-21,Telangana,Cough,10,2018,4,Spring
2016-10-27,Telangana,Cold,32,2016,10,Autumn
2017-07-14,Karnataka,Diarrhea,5,2017,7,Summer
2017-10-17,Karnataka,Cold,6,2017,10,Autumn
2024-01-10,Telangana,Dengue,29,2024,1,Winter
2017-01-04,Delhi,Cold,13,2017,1,Winter
2017-01-28,Andhra Pradesh,Malaria,26,2017,1,Winter
2020-04-08,Telangana,Dengue,22,2020,4,Spring
2021-01-04,Karnataka,Malaria,12,2021,1,Winter
2019-10-04,Andhra Pradesh,Diarrhea,7,2019,10,Autumn
2023-07-07,Andhra Pradesh,Cough,30,2023,7,Summer
2023-04-06,Andhra Pradesh,Allergy,25,2023,4,Spring
2016-01-11,Andhra Pradesh,Headache,34,2016,1,Winter
2024-01-17,Andhra Pradesh,Dengue,28,2024,1,Winter
2021-10-23,Telangana,Cold,26,2021,10,Autumn
2020-07-16,Delhi,Fever,17,2020,7,Summer
2017-07-19,Andhra Pradesh,Diarrhea,8,2017,7,Summer
2024-04-23,Karnataka,Eye Infection,9,2024,4,Spring
2023-04-10,Karnataka,Cough,9,2023,4,Spring
2020-04-26,Delhi,Allergy,19,2020,4,Spring
2022-04-26,Andhra Pradesh,Fever,23,2022,4,Spring
2016-10-17,Delhi,Cold,21,2016,10,Autumn
2019-10-04,Delhi,Headache,9,2019,10,Autumn
2019-07-18,Karnataka,Fever,21,2019,7,Summer
2016-07-27,Telangana,Eye Infection,21,2016,7,Summer
2017-04-04,Karnataka,Cold,10,2017,4,Spring
2018-01-20,Telangana,Diarrhea,14,2018,1,Winter
2016-10-28,Telangana,Diarrhea,3,2016,10,Autumn
2018-07-17,Delhi,Cough,31,2018,7,Summer
2022-01-17,Andhra Pradesh,Malaria,25,2022,1,Winter
2018-07-10,Andhra Pradesh,Cold,20,2018,7,Summer
2023-01-17,Andhra Pradesh,Skin Rash,19,2023,1,Winter
2022-04-23,Karnataka,Headache,6,2022,4,Spring
2019-07-15,Karnataka,Cough,11,2019,7,Summer
2018-04-02,Karnataka,Dengue,8,2018,4,Spring
2016-10-21,Andhra Pradesh,Headache,34,2016,10,Autumn
2022-04-10,Karnataka,Headache,8,2022,4,Spring
2016-04-02,Delhi,Malaria,6,2016,4,Spring
2022-04-05,Delhi,Dengue,22,2022,4,Spring
2019-01-06,Telangana,Diarrhea,15,2019,1,Winter
2023-01-27,Delhi,Allergy,29,2023,1,Winter
2023-04-14,Telangana,Dengue,18,2023,4,Spring
2019-10-17,Delhi,Dengue,19,2019,10,Autumn
2018-07-01,Andhra Pradesh,Cold,24,2018,7,Summer
2021-07-01,Andhra Pradesh,Fever,16,2021,7,Summer
2021-10-13,Andhra Pradesh,Fever,19,2021,10,Autumn
2024-07-16,Delhi,Cold,18,2024,7,Summer
2020-01-03,Telangana,Malaria,4,2020,1,Winter
2018-10-09,Telangana,Malaria,10,2018,10,Autumn
2021-01-03,Delhi,Allergy,22,2021,1,Winter
2019-04-17,Andhra Pradesh,Diarrhea,7,2019,4,Spring
2023-07-15,Karnataka,Headache,8,2023,7,Summer
2022-07-10,Karnataka,Skin Rash,22,2022,7,Summer
2016-01-07,Andhra Pradesh,Allergy,35,2016,1,Winter
2018-10-08,Andhra Pradesh,Cold,21,2018,10,Autumn
2021-10-10,Delhi,Malaria,8,2021,10,Autumn
2024-10-27,Andhra Pradesh,Skin Rash,15,2024,10,Autumn
2022-10-06,Karnataka,Skin Rash,15,2022,10,Autumn
2024-07-12,Telangana,Cough,11,2024,7,Summer
2020-04-08,Andhra Pradesh,Fever,18,2020,4,Spring
2024-04-24,Karnataka,Cough,11,2024,4,Spring
2024-04-25,Telangana,Cough,6,2024,4,Spring
2018-10-06,Telangana,Cough,7,2018,10,Autumn
2021-01-13,Telangana,Headache,26,2021,1,Winter
2017-04-27,Karnataka,Allergy,23,2017,4,Spring
2020-01-28,Telangana,Headache,26,2020,1,Winter
2023-10-01,Andhra Pradesh,Fever,18,2023,10,Autumn
2017-01-12,Andhra Pradesh,Skin Rash,17,2017,1,Winter
2019-04-17,Karnataka,Skin Rash,23,2019,4,Spring
2017-01-21,Telangana,Skin Rash,22,2017,1,Winter
2016-07-21,Telangana,Cough,10,2016,7,Summer
2021-01-08,Telangana,Cold,35,2021,1,Winter
2024-10-21,Andhra Pradesh,Diarrhea,10,2024,10,Autumn
2017-10-08,Delhi,Cold,19,2017,10,Autumn
2024-01-02,Karnataka,Cold,11,2024,1,Winter
2021-07-02,Delhi,Eye Infection,26,2021,7,Summer
2022-04-03,Delhi,Skin Rash,19,2022,4,Spring
2024-04-01,Andhra Pradesh,Headache,24,2024,4,Spring
2023-10-15,Delhi,Cough,24,2023,10,Autumn
2016-10-11,Delhi,Diarrhea,17,2016,10,Autumn
2016-04-20,Telangana,Headache,19,2016,4,Spring
2018-10-19,Karnataka,Cold,9,2018,10,Autumn
2016-04-24,Telangana,Cough,7,2016,4,Spring
2019-07-26,Telangana,Fever,20,2019,7,Summer
2022-10-28,Andhra Pradesh,Malaria,22,2022,10,Autumn
2022-10-10,Telangana,Headache,16,2022,10,Autumn
2020-04-09,Delhi,Headache,7,2020,4,Spring
2021-07-02,Delhi,Diarrhea,18,2021,7,Summer
2020-01-26,Delhi,Allergy,21,2020,1,Winter
2022-10-10,Telangana,Dengue,18,2022,10,Autumn
2016-10-18,Karnataka,Cold,12,2016,10,Autumn
2020-07-27,Telangana,Headache,25,2020,7,Summer
2016-07-23,Delhi,Malaria,6,2016,7,Summer
2023-07-23,Andhra Pradesh,Headache,30,2023,7,Summer
2017-07-07,Karnataka,Malaria,17,2017,7,Summer
2019-01-15,Andhra Pradesh,Cough,31,2019,1,Winter
2024-07-28,Karnataka,Allergy,31,2024,7,Summer
2020-10-03,Telangana,Cold,24,2020,10,Autumn
2024-04-06,Karnataka,Allergy,25,2024,4,Spring
2020-01-23,Telangana,Diarrhea,14,2020,1,Winter
2018-10-17,Karnataka,Cold,11,2018,10,Autumn
2019-04-05,Delhi,Allergy,25,2019,4,Spring
2017-10-09,Telangana,Fever,22,2017,10,Autumn
2022-04-28,Karnataka,Skin Rash,12,2022,4,Spring
2016-07-25,Karnataka,Fever,21,2016,7,Summer
2020-01-04,Karnataka,Fever,19,2020,1,Winter
2020-07-16,Delhi,Eye Infection,18,2020,7,Summer
2022-04-08,Telangana,Cold,26,2022,4,Spring
2019-04-20,Delhi,Cold,13,2019,4,Spring
2016-07-05,Telangana,Eye Infection,26,2016,7,Summer
2021-07-25,Telangana,Cold,30,2021,7,Summer
2016-01-14,Telangana,Diarrhea,12,2016,1,Winter
2024-07-14,Andhra Pradesh,Diarrhea,8,2024,7,Summer
2020-10-23,Delhi,Skin Rash,20,2020,10,Autumn
2016-10-05,Karnataka,Eye Infection,10,2016,10,Autumn
2021-10-24,Telangana,Cough,5,2021,10,Autumn
2022-04-10,Karnataka,Malaria,10,2022,4,Spring
2024-10-07,Telangana,Malaria,6,2024,10,Autumn
2021-01-16,Andhra Pradesh,Diarrhea,12,2021,1,Winter
2017-10-14,Telangana,Eye Infection,24,2017,10,Autumn
2023-07-27,Delhi,Skin Rash,16,2023,7,Summer
2023-01-02,Telangana,Cold,37,2023,1,Winter
2022-01-18,Telangana,Cough,13,2022,1,Winter
2016-04-08,Andhra Pradesh,Fever,21,2016,4,Spring
2018-07-12,Karnataka,Fever,15,2018,7,Summer
2020-04-15,Delhi,Diarrhea,13,2020,4,Spring
2020-04-12,Delhi,Diarrhea,10,2020,4,Spring
2020-01-25,Telangana,Malaria,3,2020,1,Winter
2019-07-18,Telangana,Cough,9,2019,7,Summer
2017-10-22,Telangana,Skin Rash,15,2017,10,Autumn
2023-07-09,Andhra Pradesh,Eye Infection,19,2023,7,Summer
2017-10-16,Delhi,Eye Infection,25,2017,10,Autumn
2018-07-24,Karnataka,Cough,8,2018,7,Summer
2023-07-27,Telangana,Cold,35,2023,7,Summer
2024-10-04,Delhi,Allergy,23,2024,10,Autumn
2023-04-24,Andhra Pradesh,Cold,14,2023,4,Spring
2024-01-28,Delhi,Skin Rash,21,2024,1,Winter
2018-01-01,Karnataka,Diarrhea,8,2018,1,Winter
2022-04-14,Karnataka,Cold,3,2022,4,Spring
2021-04-12,Andhra Pradesh,Dengue,17,2021,4,Spring
2018-10-28,Telangana,Skin Rash,15,2018,10,Autumn
2023-01-13,Telangana,Allergy,26,2023,1,Winter
2020-10-18,Andhra Pradesh,Diarrhea,6,2020,10,Autumn
2021-01-08,Andhra Pradesh,Diarrhea,11,2021,1,Winter
2020-10-18,Telangana,Allergy,17,2020,10,Autumn
2021-07-17,Andhra Pradesh,Eye Infection,22,2021,7,Summer
2022-07-28,Delhi,Diarrhea,17,2022,7,Summer
2024-04-11,Delhi,Cough,22,2024,4,Spring
2017-07-27,Delhi,Skin Rash,19,2017,7,Summer
2024-04-15,Andhra Pradesh,Cold,21,2024,4,Spring
2021-01-02,Telangana,Cold,37,2021,1,Winter
2018-01-05,Karnataka,Malaria,14,2018,1,Winter
2017-04-03,Delhi,Dengue,11,2017,4,Spring
2017-01-12,Telangana,Allergy,24,2017,1,Winter
2021-01-25,Karnataka,Cold,11,2021,1,Winter
2020-10-03,Delhi,Malaria,6,2020,10,Autumn
2019-07-24,Telangana,Skin Rash,20,2019,7,Summer
2018-10-06,Telangana,Malaria,4,2018,10,Autumn
2024-04-14,Karnataka,Allergy,29,2024,4,Spring
2024-01-18,Karnataka,Fever,21,2024,1,Winter
2019-01-15,Telangana,Allergy,26,2019,1,Winter
2019-07-13,Andhra Pradesh,Fever,15,2019,7,Summer
2016-04-03,Delhi,Allergy,20,2016,4,Spring
2020-10-27,Andhra Pradesh,Headache,33,2020,10,Autumn
2022-01-05,Delhi,Skin Rash,26,2022,1,Winter
2019-07-14,Andhra Pradesh,Malaria,26,2019,7,Summer
2017-01-01,Telangana,Fever,21,2017,1,Winter
2019-01-26,Karnataka,Skin Rash,24,2019,1,Winter
2019-01-15,Karnataka,Dengue,8,2019,1,Winter
2024-04-27,Karnataka,Cough,6,2024,4,Spring
2018-01-19,Karnataka,Malaria,12,2018,1,Winter
2023-01-12,Karnataka,Headache,13,2023,1,Winter
2019-07-19,Delhi,Cold,22,2019,7,Summer
2021-10-23,Andhra Pradesh,Eye Infection,18,2021,10,Autumn
2023-07-25,Andhra Pradesh,Diarrhea,16,2023,7,Summer
2017-07-06,Delhi,Skin Rash,18,2017,7,Summer
2018-10-11,Telangana,Skin Rash,13,2018,10,Autumn
2019-10-23,Karnataka,Cough,10,2019,10,Autumn
2016-01-11,Telangana,Allergy,23,2016,1,Winter
2024-07-09,Karnataka,Allergy,27,2024,7,Summer
2021-01-11,Andhra Pradesh,Dengue,34,2021,1,Winter
2021-04-21,Andhra Pradesh,Diarrhea,5,2021,4,Spring
2024-01-22,Delhi,Malaria,13,2024,1,Winter
2022-01-16,Telangana,Dengue,25,2022,1,Winter
2018-07-19,Andhra Pradesh,Malaria,26,2018,7,Summer
2024-10-02,Andhra Pradesh,Cold,17,2024,10,Autumn
2017-01-19,Karnataka,Allergy,38,2017,1,Winter
2016-04-09,Andhra Pradesh,Allergy,26,2016,4,Spring
2023-10-18,Telangana,Eye Infection,18,2023,10,Autumn
2021-10-26,Telangana,Malaria,10,2021,10,Autumn
2020-07-01,Delhi,Headache,12,2020,7,Summer
2024-04-13,Delhi,Eye Infection,24,2024,4,Spring
2024-10-03,Telangana,Fever,19,2024,10,Autumn
2016-10-06,Telangana,Cough,10,2016,10,Autumn
2020-07-27,Delhi,Headache,11,2020,7,Summer
2021-10-03,Andhra Pradesh,Eye Infection,15,2021,10,Autumn
2024-04-07,Telangana,Allergy,19,2024,4,Spring
2018-07-28,Telangana,Fever,21,2018,7,Summer
2021-01-20,Andhra Pradesh,Skin Rash,23,2021,1,Winter
2020-01-20,Delhi,Cold,18,2020,1,Winter
2019-04-12,Telangana,Dengue,22,2019,4,Spring
2018-07-11,Karnataka,Fever,15,2018,7,Summer
2023-01-21,Delhi,Headache,14,2023,1,Winter
2022-07-01,Andhra Pradesh,Dengue,28,2022,7,Summer
2019-10-13,Andhra Pradesh,Cough,27,2019,10,Autumn
2024-10-13,Delhi,Allergy,15,2024,10,Autumn
2018-07-04,Karnataka,Allergy,30,2018,7,Summer
2020-07-10,Delhi,Fever,27,2020,7,Summer
2018-10-08,Karnataka,Fever,13,2018,10,Autumn
2016-04-28,Andhra Pradesh,Headache,26,2016,4,Spring
2020-04-27,Karnataka,Allergy,28,2020,4,Spring
2024-07-19,Telangana,Cold,31,2024,7,Summer
2019-10-11,Karnataka,Dengue,6,2019,10,Autumn
2016-04-04,Karnataka,Eye Infection,10,2016,4,Spring
2021-10-07,Telangana,Eye Infection,9,2021,10,Autumn
2021-04-06,Delhi,Dengue,20,2021,4,Spring
2023-01-25,Telangana,Allergy,28,2023,1,Winter
2023-04-12,Andhra Pradesh,Skin Rash,16,2023,4,Spring
2016-07-05,Karnataka,Cough,14,2016,7,Summer
2022-10-04,Andhra Pradesh,Eye Infection,20,2022,10,Autumn
2020-10-08,Telangana,Cough,8,2020,10,Autumn
2020-01-02,Andhra Pradesh,Headache,33,2020,1,Winter
2018-04-04,Andhra Pradesh,Headache,22,2018,4,Spring
2021-10-12,Karnataka,Allergy,31,2021,10,Autumn
2019-04-15,Telangana,Dengue,20,2019,4,Spring
2018-04-11,Delhi,Eye Infection,21,2018,4,Spring
2019-01-02,Karnataka,Allergy,33,2019,1,Winter
2022-07-19,Andhra Pradesh,Malaria,19,2022,7,Summer
2023-07-27,Karnataka,Dengue,10,2023,7,Summer
2017-04-16,Karnataka,Dengue,12,2017,4,Spring
2019-10-05,Delhi,Malaria,6,2019,10,Autumn
2017-10-14,Karnataka,Eye Infection,7,2017,10,Autumn
2021-07-02,Delhi,Diarrhea,17,2021,7,Summer
2022-04-21,Andhra Pradesh,Malaria,23,2022,4,Spring
2024-04-07,Andhra Pradesh,Malaria,17,2024,4,Spring
2023-01-10,Telangana,Cough,10,2023,1,Winter
2024-01-22,Telangana,Cough,8,2024,1,Winter
2024-04-18,Andhra Pradesh,Eye Infection,17,2024,4,Spring
2021-04-12,Andhra Pradesh,Cold,13,2021,4,Spring
2018-04-18,Telangana,Skin Rash,16,2018,4,Spring
2018-07-05,Telangana,Headache,19,2018,7,Summer
2021-01-07,Telangana,Diarrhea,15,2021,1,Winter
2016-10-03,Karnataka,Skin Rash,18,2016,10,Autumn
2017-01-25,Delhi,Diarrhea,14,2017,1,Winter
2021-10-04,Telangana,Allergy,22,2021,10,Autumn
2017-04-18,Andhra Pradesh,Allergy,28,2017,4,Spring
2019-10-08,Delhi,Eye Infection,16,2019,10,Autumn
2020-07-19,Karnataka,Headache,7,2020,7,Summer
2019-10-15,Delhi,Fever,18,2019,10,Autumn
2018-01-21,Delhi,Malaria,7,2018,1,Winter
2024-01-07,Andhra Pradesh,Cold,26,2024,1,Winter
2023-04-05,Andhra Pradesh,Eye Infection,13,2023,4,Spring
2024-01-04,Karnataka,Cough,9,2024,1,Winter
2017-10-08,Telangana,Headache,23,2017,10,Autumn
2021-01-12,Delhi,Eye Infection,30,2021,1,Winter
2019-10-15,Andhra Pradesh,Malaria,26,2019,10,Autumn
2024-01-07,Delhi,Diarrhea,10,2024,1,Winter
2016-10-22,Telangana,Cold,28,2016,10,Autumn
2022-01-19,Delhi,Dengue,22,2022,1,Winter
2020-04-05,Andhra Pradesh,Eye Infection,10,2020,4,Spring
2017-04-27,Andhra Pradesh,Cough,21,2017,4,Spring
2016-10-04,Andhra Pradesh,Diarrhea,4,2016,10,Autumn
2020-01-09,Andhra Pradesh,Cough,23,2020,1,Winter
2018-04-14,Delhi,Dengue,19,2018,4,Spring
2020-04-01,Telangana,Fever,20,2020,4,Spring
2018-01-07,Telangana,Eye Infection,22,2018,1,Winter
2019-01-08,Telangana,Skin Rash,21,2019,1,Winter
2016-07-26,Delhi,Allergy,22,2016,7,Summer
2024-04-06,Andhra Pradesh,Cold,18,2024,4,Spring
2020-10-06,Andhra Pradesh,Cold,21,2020,10,Autumn
2020-04-20,Telangana,Eye Infection,15,2020,4,Spring
2023-04-16,Karnataka,Cold,5,2023,4,Spring
2020-01-23,Andhra Pradesh,Malaria,24,2020,1,Winter
2018-07-07,Andhra Pradesh,Diarrhea,8,2018,7,Summer
2017-10-24,Delhi,Cough,24,2017,10,Autumn
2021-10-21,Karnataka,Diarrhea,9,2021,10,Autumn
2024-04-10,Telangana,Allergy,17,2024,4,Spring
2022-04-11,Delhi,Allergy,21,2022,4,Spring
2016-10-06,Telangana,Cough,3,2016,10,Autumn
2021-07-09,Andhra Pradesh,Allergy,31,2021,7,Summer
2022-07-13,Karnataka,Cold,12,2022,7,Summer
2021-04-04,Karnataka,Headache,6,2021,4,Spring
2024-07-24,Telangana,Cough,13,2024,7,Summer
2019-04-09,Telangana,Malaria,1,2019,4,Spring
2021-04-07,Andhra Pradesh,Eye Infection,18,2021,4,Spring
2024-07-17,Andhra Pradesh,Allergy,29,2024,7,Summer
2018-07-08,Telangana,Cough,14,2018,7,Summer
2018-10-26,Telangana,Eye Infection,15,2018,10,Autumn
2023-04-04,Telangana,Diarrhea,7,2023,4,Spring
2021-10-10,Andhra Pradesh,Fever,19,2021,10,Autumn
2024-10-02,Telangana,Eye Infection,19,2024,10,Autumn
2024-01-24,Andhra Pradesh,Cough,35,2024,1,Winter
2021-01-15,Karnataka,Diarrhea,9,2021,1,Winter
2021-10-28,Andhra Pradesh,Eye Infection,18,2021,10,Autumn
2024-04-03,Delhi,Diarrhea,12,2024,4,Spring
2020-10-22,Karnataka,Diarrhea,9,2020,10,Autumn
2018-07-22,Telangana,Cold,31,2018,7,Summer
2020-10-13,Telangana,Diarrhea,12,2020,10,Autumn
2021-10-24,Delhi,Cough,26,2021,10,Autumn
2019-10-19,Delhi,Eye Infection,22,2019,10,Autumn
2019-10-04,Delhi,Cold,12,2019,10,Autumn
2022-07-15,Karnataka,Cough,7,2022,7,Summer
2020-04-06,Karnataka,Malaria,9,2020,4,Spring
2019-10-10,Andhra Pradesh,Headache,31,2019,10,Autumn
2021-01-09,Karnataka,Malaria,11,2021,1,Winter
2017-07-08,Karnataka,Eye Infection,13,2017,7,Summer
2021-01-15,Telangana,Dengue,23,2021,1,Winter
2021-04-17,Andhra Pradesh,Headache,23,2021,4,Spring
2020-04-22,Telangana,Headache,23,2020,4,Spring
2022-01-02,Delhi,Cold,19,2022,1,Winter
2017-04-23,Telangana,Cough,7,2017,4,Spring
2020-07-26,Delhi,Dengue,16,2020,7,Summer
2019-10-22,Karnataka,Allergy,34,2019,10,Autumn
2016-01-06,Telangana,Dengue,24,2016,1,Winter
2021-10-16,Andhra Pradesh,Malaria,23,2021,10,Autumn
2022-10-09,Delhi,Dengue,16,2022,10,Autumn
2022-01-27,Andhra Pradesh,Fever,27,2022,1,Winter
2020-01-11,Karnataka,Eye Infection,15,2020,1,Winter
2024-10-28,Delhi,Eye Infection,24,2024,10,Autumn
2017-07-21,Telangana,Dengue,22,2017,7,Summer
2016-07-01,Delhi,Fever,22,2016,7,Summer
2021-01-22,Karnataka,Cough,15,2021,1,Winter
2018-04-05,Andhra Pradesh,Headache,20,2018,4,Spring
2023-04-06,Andhra Pradesh,Cough,17,2023,4,Spring
2024-01-17,Andhra Pradesh,Diarrhea,12,2024,1,Winter
2021-10-18,Telangana,Allergy,18,2021,10,Autumn
2024-04-03,Telangana,Headache,19,2024,4,Spring
2020-10-23,Karnataka,Cold,12,2020,10,Autumn
2024-04-01,Delhi,Malaria,7,2024,4,Spring
2017-10-05,Telangana,Cough,9,2017,10,Autumn
2024-07-27,Delhi,Skin Rash,18,2024,7,Summer
2023-04-23,Delhi,Eye Infection,20,2023,4,Spring
2019-07-12,Andhra Pradesh,Eye Infection,20,2019,7,Summer
2022-04-12,Andhra Pradesh,Malaria,15,2022,4,Spring
2022-04-01,Andhra Pradesh,Cold,22,2022,4,Spring
2022-07-11,Delhi,Cough,28,2022,7,Summer
2022-01-22,Telangana,Malaria,13,2022,1,Winter
2018-10-03,Andhra Pradesh,Malaria,20,2018,10,Autumn
2020-07-07,Telangana,Skin Rash,19,2020,7,Summer
2018-04-06,Telangana,Fever,20,2018,4,Spring
2023-01-10,Telangana,Cold,34,2023,1,Winter
2024-07-16,Telangana,Diarrhea,7,2024,7,Summer
2019-10-20,Delhi,Malaria,8,2019,10,Autumn
2023-07-17,Karnataka,Cold,9,2023,7,Summer
2020-04-26,Delhi,Dengue,13,2020,4,Spring
2017-01-24,Delhi,Cold,23,2017,1,Winter
2017-04-04,Andhra Pradesh,Allergy,25,2017,4,Spring
2020-07-02,Telangana,Skin Rash,15,2020,7,Summer
2020-10-08,Delhi,Cold,13,2020,10,Autumn
2017-10-18,Andhra Pradesh,Skin Rash,15,2017,10,Autumn
2020-04-22,Telangana,Cough,11,2020,4,Spring
2016-01-09,Andhra Pradesh,Fever,26,2016,1,Winter
2024-01-19,Delhi,Diarrhea,14,2024,1,Winter
2024-07-18,Karnataka,Fever,21,2024,7,Summer
2020-01-16,Karnataka,Eye Infection,19,2020,1,Winter
2022-04-13,Karnataka,Diarrhea,5,2022,4,Spring
2016-07-23,Andhra Pradesh,Diarrhea,7,2016,7,Summer
2024-01-02,Karnataka,Cold,11,2024,1,Winter
2017-10-28,Delhi,Fever,17,2017,10,Autumn
2023-04-18,Delhi,Skin Rash,14,2023,4,Spring
2024-01-02,Andhra Pradesh,Cold,24,2024,1,Winter
2021-01-17,Delhi,Eye Infection,28,2021,1,Winter
2017-10-01,Andhra Pradesh,Diarrhea,11,2017,10,Autumn
2017-10-03,Andhra Pradesh,Dengue,29,2017,10,Autumn
2023-01-12,Andhra Pradesh,Diarrhea,14,2023,1,Winter
2021-04-19,Andhra Pradesh,Cold,17,2021,4,Spring
2021-07-27,Karnataka,Fever,21,2021,7,Summer
2024-01-27,Karnataka,Cold,8,2024,1,Winter
2021-10-27,Karnataka,Diarrhea,6,2021,10,Autumn
2023-04-28,Telangana,Diarrhea,8,2023,4,Spring
2017-07-12,Telangana,Allergy,22,2017,7,Summer
2021-04-13,Telangana,Diarrhea,8,2021,4,Spring
2022-04-09,Karnataka,Eye Infection,5,2022,4,Spring
2022-04-16,Telangana,Fever,18,2022,4,Spring
